OBJECTID,Record_ID,Year_Obs,Source,Mangement,LOCDETAILS,GENERALCOMS,x,y
170,4943820,2015,USFS,PLUMAS NATIONAL FOREST,NA,Aquatic Amphibian Survey Protocol (Fellers & Freel 1995),-86867.765100000004168,215147.132899999996880
171,4943821,2015,USFS,PLUMAS NATIONAL FOREST,NA,Aquatic Amphibian Survey Protocol (Fellers & Freel 1995),-86867.765100000004168,215147.132899999996880
172,4943822,2015,USFS,PLUMAS NATIONAL FOREST,NA,Aquatic Amphibian Survey Protocol (Fellers & Freel 1995),-86867.765100000004168,215147.132899999996880
173,4944644,2016,USFS,TAHOE NATIONAL FOREST,NA,Aquatic Amphibian Survey Protocol (Fellers & Freel 1995),-77667.905899999997928,114101.672399999995832
174,4944645,2016,USFS,TAHOE NATIONAL FOREST,NA,Aquatic Amphibian Survey Protocol (Fellers & Freel 1995),-77667.905899999997928,114101.672399999995832
175,4944646,2016,USFS,TAHOE NATIONAL FOREST,NA,Aquatic Amphibian Survey Protocol (Fellers & Freel 1995),-77667.905899999997928,114101.672399999995832
176,4963797,2016,USFS,PLUMAS NATIONAL FOREST,NA,PG&E Foothill Yellow-Legged Frog Visual Encounters Protocol (2002),-125533.205300000001444,194404.042500000010477
177,4963798,2016,USFS,PLUMAS NATIONAL FOREST,NA,PG&E Foothill Yellow-Legged Frog Visual Encounters Protocol (2002),-125533.205300000001444,194404.042500000010477
178,4963799,2016,USFS,PLUMAS NATIONAL FOREST,NA,PG&E Foothill Yellow-Legged Frog Visual Encounters Protocol (2002),-125533.205300000001444,194404.042500000010477
179,4963800,2016,USFS,PLUMAS NATIONAL FOREST,NA,PG&E Foothill Yellow-Legged Frog Visual Encounters Protocol (2002),-125533.205300000001444,194404.042500000010477
180,4963804,2016,USFS,KLAMATH NATIONAL FOREST,NA,Incidental Observation,-282015.073099999979604,369320.412300000025425
181,4963805,2016,USFS,KLAMATH NATIONAL FOREST,NA,Incidental Observation,-276501.777400000020862,362520.350600000005215
182,4963806,2016,USFS,KLAMATH NATIONAL FOREST,NA,Incidental Observation,-273321.339700000011362,359747.307600000000093
183,4963807,2016,USFS,KLAMATH NATIONAL FOREST,NA,Incidental Observation,-260887.098999999987427,352952.374499999976251
184,4963808,2016,USFS,KLAMATH NATIONAL FOREST,NA,Incidental Observation,-261073.953899999993155,352834.678599999984726
185,4963809,2016,USFS,KLAMATH NATIONAL FOREST,NA,Incidental Observation,-261876.435499999992317,368993.473500000021886
186,4963810,2016,USFS,KLAMATH NATIONAL FOREST,NA,Incidental Observation,-259234.478399999992689,368598.810300000011921
187,4963811,2016,USFS,KLAMATH NATIONAL FOREST,NA,Incidental Observation,-258862.319300000002841,368691.684999999997672
188,4963812,2016,USFS,KLAMATH NATIONAL FOREST,NA,Incidental Observation,-260846.427800000004936,368367.260100000014063
189,4963814,2017,USFS,PLUMAS NATIONAL FOREST,NA,Aquatic Amphibian Survey Protocol (Fellers & Freel 1995),-93096.224000000001979,218414.197500000009313
190,4964174,2016,USFS,PLUMAS NATIONAL FOREST,NA,PG&E Foothill Yellow-Legged Frog Visual Encounters Protocol (2002),-123655.561499999996158,199380.977299999998650
191,4964175,2016,USFS,PLUMAS NATIONAL FOREST,NA,PG&E Foothill Yellow-Legged Frog Visual Encounters Protocol (2002),-123655.561499999996158,199380.977299999998650
192,4964176,2016,USFS,PLUMAS NATIONAL FOREST,NA,PG&E Foothill Yellow-Legged Frog Visual Encounters Protocol (2002),-123655.561499999996158,199380.977299999998650
193,4965258,2013,USFS,KLAMATH NATIONAL FOREST,NA,Incidental Observation,-279222.707500000018626,364933.052499999990687
194,4965261,2013,USFS,KLAMATH NATIONAL FOREST,NA,Incidental Observation,-270578.550700000021607,358518.548899999994319
195,4965263,2013,USFS,KLAMATH NATIONAL FOREST,NA,Incidental Observation,-268058.590700000000652,370285.757400000002235
196,4965264,2014,USFS,KLAMATH NATIONAL FOREST,NA,Incidental Observation,-265685.787399999971967,370207.818599999998696
197,4965265,2014,USFS,KLAMATH NATIONAL FOREST,NA,Incidental Observation,-267426.952700000023469,370734.127299999992829
198,4965266,2015,USFS,KLAMATH NATIONAL FOREST,NA,Incidental Observation,-275893.405499999993481,363379.534099999989849
199,4965267,2016,USFS,KLAMATH NATIONAL FOREST,NA,Incidental Observation,-263059.197900000028312,369148.330599999986589
200,4965268,2016,USFS,KLAMATH NATIONAL FOREST,NA,Incidental Observation,-273986.679699999978766,367051.911000000021886
201,4965270,2016,USFS,KLAMATH NATIONAL FOREST,NA,Incidental Observation,-267377.965499999991152,370727.136400000017602
202,4965271,2016,USFS,TAHOE NATIONAL FOREST,NA,2015 ARRD cursory survey,-66860.198999999993248,124221.839800000001560
203,4963815,2017,USFS,PLUMAS NATIONAL FOREST,NA,Aquatic Amphibian Survey Protocol (Fellers & Freel 1995),-93296.747600000002421,218850.019300000014482
204,4963816,2017,USFS,PLUMAS NATIONAL FOREST,NA,Aquatic Amphibian Survey Protocol (Fellers & Freel 1995),-93296.747600000002421,218850.019300000014482
205,4963817,2017,USFS,PLUMAS NATIONAL FOREST,NA,Aquatic Amphibian Survey Protocol (Fellers & Freel 1995),-93296.747600000002421,218850.019300000014482
206,4963819,2017,USFS,PLUMAS NATIONAL FOREST,NA,Aquatic Amphibian Survey Protocol (Fellers & Freel 1995),-93296.747600000002421,218850.019300000014482
207,4963820,2017,USFS,PLUMAS NATIONAL FOREST,NA,Aquatic Amphibian Survey Protocol (Fellers & Freel 1995),-93296.747600000002421,218850.019300000014482
208,4963821,2017,USFS,PLUMAS NATIONAL FOREST,NA,Aquatic Amphibian Survey Protocol (Fellers & Freel 1995),-93296.747600000002421,218850.019300000014482
209,4963823,2017,USFS,PLUMAS NATIONAL FOREST,NA,Aquatic Amphibian Survey Protocol (Fellers & Freel 1995),-93296.747600000002421,218850.019300000014482
210,4963825,2017,USFS,PLUMAS NATIONAL FOREST,NA,Aquatic Amphibian Survey Protocol (Fellers & Freel 1995),-93296.747600000002421,218850.019300000014482
211,4963827,2017,USFS,PLUMAS NATIONAL FOREST,NA,Aquatic Amphibian Survey Protocol (Fellers & Freel 1995),-93296.747600000002421,218850.019300000014482
212,4964687,2011,USFS,TAHOE NATIONAL FOREST,NA,Aquatic Amphibian Survey Protocol (Fellers & Freel 1995),-87509.982600000003004,165594.015400000003865
213,4964690,2011,USFS,PLUMAS NATIONAL FOREST,NA,PG&E Foothill Yellow-Legged Frog Visual Encounters Protocol (2002),-119278.587400000003981,204445.449400000012247
214,4964691,2011,USFS,PLUMAS NATIONAL FOREST,NA,PG&E Foothill Yellow-Legged Frog Visual Encounters Protocol (2002),-119289.325200000006589,204432.688400000013644
215,4964692,2011,USFS,PLUMAS NATIONAL FOREST,NA,PG&E Foothill Yellow-Legged Frog Visual Encounters Protocol (2002),-119267.055500000002212,204462.296499999996740
216,4964693,2011,USFS,PLUMAS NATIONAL FOREST,NA,PG&E Foothill Yellow-Legged Frog Visual Encounters Protocol (2002),-119252.292499999995925,204480.769599999999627
217,4964694,2011,USFS,KLAMATH NATIONAL FOREST,NA,Incidental Observation,-266146.977899999998044,370133.292699999990873
218,4964695,2011,USFS,PLUMAS NATIONAL FOREST,NA,PG&E Foothill Yellow-Legged Frog Visual Encounters Protocol (2002),-119291.513099999996484,204439.100899999990361
219,4964696,2012,USFS,PLUMAS NATIONAL FOREST,NA,Aquatic Amphibian Survey Protocol (Fellers & Freel 1995),-88476.399099999995087,215347.205900000000838
220,4964697,2012,USFS,PLUMAS NATIONAL FOREST,NA,Aquatic Amphibian Survey Protocol (Fellers & Freel 1995),-80497.913799999994808,186693.991399999998976
221,4964700,2013,USFS,PLUMAS NATIONAL FOREST,NA,Aquatic Amphibian Survey Protocol (Fellers & Freel 1995),-89186.212400000003981,180407.793299999990268
222,4965284,2014,USFS,PLUMAS NATIONAL FOREST,NA,Aquatic Amphibian Survey Protocol (Fellers & Freel 1995),-90900.610199999995530,214981.660800000012387
223,4963829,2017,USFS,PLUMAS NATIONAL FOREST,NA,Aquatic Amphibian Survey Protocol (Fellers & Freel 1995),-93296.747600000002421,218850.019300000014482
224,4963830,2017,USFS,PLUMAS NATIONAL FOREST,NA,Aquatic Amphibian Survey Protocol (Fellers & Freel 1995),-93296.747600000002421,218850.019300000014482
225,4963831,2017,USFS,PLUMAS NATIONAL FOREST,NA,Aquatic Amphibian Survey Protocol (Fellers & Freel 1995),-93296.747600000002421,218850.019300000014482
226,4963833,2017,USFS,PLUMAS NATIONAL FOREST,NA,Aquatic Amphibian Survey Protocol (Fellers & Freel 1995),-93296.747600000002421,218850.019300000014482
227,4963834,2017,USFS,PLUMAS NATIONAL FOREST,NA,Aquatic Amphibian Survey Protocol (Fellers & Freel 1995),-93611.689100000003236,171549.021799999987707
228,4963835,2017,USFS,PLUMAS NATIONAL FOREST,NA,Aquatic Amphibian Survey Protocol (Fellers & Freel 1995),-93168.710099999996601,219073.667900000000373
229,4963836,2017,USFS,PLUMAS NATIONAL FOREST,NA,Aquatic Amphibian Survey Protocol (Fellers & Freel 1995),-93168.710099999996601,219073.667900000000373
230,4963838,2017,USFS,PLUMAS NATIONAL FOREST,NA,Aquatic Amphibian Survey Protocol (Fellers & Freel 1995),-93168.710099999996601,219073.667900000000373
231,4963839,2017,USFS,PLUMAS NATIONAL FOREST,NA,Aquatic Amphibian Survey Protocol (Fellers & Freel 1995),-93168.710099999996601,219073.667900000000373
232,4963840,2017,USFS,PLUMAS NATIONAL FOREST,NA,Aquatic Amphibian Survey Protocol (Fellers & Freel 1995),-93168.710099999996601,219073.667900000000373
233,4963841,2017,USFS,PLUMAS NATIONAL FOREST,NA,Aquatic Amphibian Survey Protocol (Fellers & Freel 1995),-93168.710099999996601,219073.667900000000373
234,4964202,2016,USFS,PLUMAS NATIONAL FOREST,NA,Aquatic Amphibian Survey Protocol (Fellers & Freel 1995),-93436.445600000006380,214589.489999999990687
235,4964703,2012,USFS,PLUMAS NATIONAL FOREST,NA,Aquatic Amphibian Survey Protocol (Fellers & Freel 1995),-89186.212400000003981,180407.793299999990268
236,4964705,2012,USFS,PLUMAS NATIONAL FOREST,NA,Aquatic Amphibian Survey Protocol (Fellers & Freel 1995),-89165.996899999998277,180305.293299999990268
237,4964706,2012,USFS,PLUMAS NATIONAL FOREST,NA,Aquatic Amphibian Survey Protocol (Fellers & Freel 1995),-89119.940000000002328,180699.134099999995669
238,4964708,2013,USFS,PLUMAS NATIONAL FOREST,NA,Aquatic Amphibian Survey Protocol (Fellers & Freel 1995),-92382.905599999998230,215941.719299999997020
239,4964709,2013,USFS,PLUMAS NATIONAL FOREST,NA,Aquatic Amphibian Survey Protocol (Fellers & Freel 1995),-92382.905599999998230,215941.719299999997020
240,4964710,2013,USFS,PLUMAS NATIONAL FOREST,NA,Aquatic Amphibian Survey Protocol (Fellers & Freel 1995),-100508.976999999998952,157397.826800000009825
241,4964711,2013,USFS,PLUMAS NATIONAL FOREST,NA,Aquatic Amphibian Survey Protocol (Fellers & Freel 1995),-100090.800099999993108,157504.730899999995017
242,4964712,2013,USFS,PLUMAS NATIONAL FOREST,NA,Aquatic Amphibian Survey Protocol (Fellers & Freel 1995),-89135.902600000001257,180461.820100000011735
243,4964714,2014,USFS,PLUMAS NATIONAL FOREST,NA,Aquatic Amphibian Survey Protocol (Fellers & Freel 1995),-92394.270999999993364,215601.825299999996787
244,4964715,2014,USFS,PLUMAS NATIONAL FOREST,NA,Aquatic Amphibian Survey Protocol (Fellers & Freel 1995),-81787.174899999998161,184951.230899999995017
245,4964716,2014,USFS,PLUMAS NATIONAL FOREST,NA,Aquatic Amphibian Survey Protocol (Fellers & Freel 1995),-81787.174899999998161,184951.230899999995017
246,4964718,2014,USFS,PLUMAS NATIONAL FOREST,NA,Aquatic Amphibian Survey Protocol (Fellers & Freel 1995),-92414.554999999993015,216449.562600000004750
247,4964721,2015,USFS,PLUMAS NATIONAL FOREST,NA,Aquatic Amphibian Survey Protocol (Fellers & Freel 1995),-92243.058000000004540,213703.825000000011642
248,4964722,2015,USFS,PLUMAS NATIONAL FOREST,NA,Aquatic Amphibian Survey Protocol (Fellers & Freel 1995),-92243.058000000004540,213703.825000000011642
249,4963843,2017,USFS,PLUMAS NATIONAL FOREST,NA,Aquatic Amphibian Survey Protocol (Fellers & Freel 1995),-86575.981499999994412,178824.682900000014342
250,4963844,2017,USFS,PLUMAS NATIONAL FOREST,NA,Aquatic Amphibian Survey Protocol (Fellers & Freel 1995),-87456.562900000004447,178473.980999999999767
251,4963848,2017,USFS,PLUMAS NATIONAL FOREST,NA,Aquatic Amphibian Survey Protocol (Fellers & Freel 1995),-85179.592000000004191,181123.571999999985565
252,4963849,2017,USFS,PLUMAS NATIONAL FOREST,NA,Aquatic Amphibian Survey Protocol (Fellers & Freel 1995),-85179.592000000004191,181123.571999999985565
253,4963850,2017,USFS,PLUMAS NATIONAL FOREST,NA,Aquatic Amphibian Survey Protocol (Fellers & Freel 1995),-85179.592000000004191,181123.571999999985565
254,4963851,2016,USFS,PLUMAS NATIONAL FOREST,NA,Aquatic Amphibian Survey Protocol (Fellers & Freel 1995),-92378.714800000001560,216219.225799999985611
255,4963852,2016,USFS,PLUMAS NATIONAL FOREST,NA,Aquatic Amphibian Survey Protocol (Fellers & Freel 1995),-92378.714800000001560,216219.225799999985611
256,4963853,2016,USFS,PLUMAS NATIONAL FOREST,NA,Aquatic Amphibian Survey Protocol (Fellers & Freel 1995),-92378.714800000001560,216219.225799999985611
257,4963854,2016,USFS,PLUMAS NATIONAL FOREST,NA,Aquatic Amphibian Survey Protocol (Fellers & Freel 1995),-92378.714800000001560,216219.225799999985611
258,4963855,2016,USFS,PLUMAS NATIONAL FOREST,NA,Aquatic Amphibian Survey Protocol (Fellers & Freel 1995),-92378.714800000001560,216219.225799999985611
259,4964205,2016,USFS,PLUMAS NATIONAL FOREST,NA,Aquatic Amphibian Survey Protocol (Fellers & Freel 1995),-93436.445600000006380,214589.489999999990687
260,4964207,2016,USFS,PLUMAS NATIONAL FOREST,NA,Aquatic Amphibian Survey Protocol (Fellers & Freel 1995),-92423.115999999994528,216644.965200000006007
261,4964208,2016,USFS,PLUMAS NATIONAL FOREST,NA,Aquatic Amphibian Survey Protocol (Fellers & Freel 1995),-92423.115999999994528,216644.965200000006007
262,4964210,2017,USFS,PLUMAS NATIONAL FOREST,NA,Aquatic Amphibian Survey Protocol (Fellers & Freel 1995),-120524.383499999996275,203840.119600000005448
263,4964211,2017,USFS,PLUMAS NATIONAL FOREST,NA,Aquatic Amphibian Survey Protocol (Fellers & Freel 1995),-120524.383499999996275,203840.119600000005448
264,4964212,2017,USFS,PLUMAS NATIONAL FOREST,NA,Aquatic Amphibian Survey Protocol (Fellers & Freel 1995),-120524.383499999996275,203840.119600000005448
265,4964723,2015,USFS,KLAMATH NATIONAL FOREST,NA,Incidental Observation,-274948.646599999978207,362824.322500000009313
266,4964724,2015,USFS,KLAMATH NATIONAL FOREST,NA,Incidental Observation,-277998.541800000006333,364273.049100000003818
267,4964725,2015,USFS,KLAMATH NATIONAL FOREST,NA,Incidental Observation,-277998.541800000006333,364273.049100000003818
268,4964726,2015,USFS,KLAMATH NATIONAL FOREST,NA,Incidental Observation,-268021.334499999997206,351897.035700000007637
269,4964727,2016,USFS,TAHOE NATIONAL FOREST,NA,USFWS Service California Red-legged Frog Survey Protocol (2005),-76025.327600000004168,168671.909600000013597
270,4964731,2016,USFS,TAHOE NATIONAL FOREST,NA,USFWS Service California Red-legged Frog Survey Protocol (2005),-77008.706799999999930,168025.198200000013458
271,4964733,2016,USFS,TAHOE NATIONAL FOREST,NA,USFWS Service California Red-legged Frog Survey Protocol (2005),-77206.247799999997369,166956.018400000000838
272,4964734,2016,USFS,TAHOE NATIONAL FOREST,NA,Aquatic Amphibian Survey Protocol (Fellers & Freel 1995),-91178.617400000002817,149215.134799999999814
273,4964735,2016,USFS,TAHOE NATIONAL FOREST,NA,Aquatic Amphibian Survey Protocol (Fellers & Freel 1995),-91178.617400000002817,149215.134799999999814
274,4964736,2016,USFS,KLAMATH NATIONAL FOREST,NA,Incidental Observation,-265616.969400000001770,371102.477499999979045
275,4964737,2016,USFS,KLAMATH NATIONAL FOREST,NA,Incidental Observation,-265616.969400000001770,371102.477499999979045
276,4964738,2016,USFS,KLAMATH NATIONAL FOREST,NA,Incidental Observation,-276220.314000000013039,363041.259499999985565
277,4964739,2016,USFS,TAHOE NATIONAL FOREST,NA,Aquatic Amphibian Survey Protocol (Fellers & Freel 1995),-67269.775999999998021,125600.899099999995087
278,4964742,2016,USFS,TAHOE NATIONAL FOREST,NA,Aquatic Amphibian Survey Protocol (Fellers & Freel 1995),-67778.710699999995995,122570.409199999994598
279,4964745,2016,USFS,KLAMATH NATIONAL FOREST,NA,Incidental Observation,-282283.325300000025891,369171.016899999987800
280,4964747,2016,USFS,KLAMATH NATIONAL FOREST,NA,Incidental Observation,-281727.549100000003818,369477.449499999987893
281,4964748,2016,USFS,KLAMATH NATIONAL FOREST,NA,Incidental Observation,-281727.549100000003818,369477.449499999987893
282,4964749,2017,USFS,TAHOE NATIONAL FOREST,NA,Aquatic Amphibian Survey Protocol (Fellers & Freel 1995),-85048.810800000006566,165528.515099999989616
283,4964750,2017,USFS,TAHOE NATIONAL FOREST,NA,Aquatic Amphibian Survey Protocol (Fellers & Freel 1995),-85048.810800000006566,165528.515099999989616
284,4963532,2015,USFS,PLUMAS NATIONAL FOREST,NA,Aquatic Amphibian Survey Protocol (Fellers & Freel 1995),-119140.792600000000675,204823.837599999998929
285,4963860,2011,USFS,KLAMATH NATIONAL FOREST,NA,Incidental Observation,-262606.192800000018906,369049.889599999994971
286,4963861,2016,USFS,PLUMAS NATIONAL FOREST,NA,Aquatic Amphibian Survey Protocol (Fellers & Freel 1995),-92800.698600000003353,216195.016700000007404
287,4963862,2016,USFS,PLUMAS NATIONAL FOREST,NA,Aquatic Amphibian Survey Protocol (Fellers & Freel 1995),-92800.698600000003353,216195.016700000007404
288,4963863,2016,USFS,PLUMAS NATIONAL FOREST,NA,Aquatic Amphibian Survey Protocol (Fellers & Freel 1995),-92800.698600000003353,216195.016700000007404
289,4963866,2016,USFS,PLUMAS NATIONAL FOREST,NA,Aquatic Amphibian Survey Protocol (Fellers & Freel 1995),-92800.698600000003353,216195.016700000007404
290,4963867,2016,USFS,PLUMAS NATIONAL FOREST,NA,Aquatic Amphibian Survey Protocol (Fellers & Freel 1995),-92800.698600000003353,216195.016700000007404
291,4964215,2017,USFS,PLUMAS NATIONAL FOREST,NA,Aquatic Amphibian Survey Protocol (Fellers & Freel 1995),-86741.679999999993015,215863.770300000003772
292,4964223,2015,USFS,PLUMAS NATIONAL FOREST,NA,Aquatic Amphibian Survey Protocol (Fellers & Freel 1995),-82799.036200000002282,200782.510399999999208
293,4964233,2012,USFS,TAHOE NATIONAL FOREST,NA,Aquatic Amphibian Survey Protocol (Fellers & Freel 1995),-77559.833100000003469,135461.110600000014529
294,4964754,2017,USFS,TAHOE NATIONAL FOREST,NA,Aquatic Amphibian Survey Protocol (Fellers & Freel 1995),-78109.394400000004680,135310.621000000013737
295,4964755,2017,USFS,TAHOE NATIONAL FOREST,NA,Aquatic Amphibian Survey Protocol (Fellers & Freel 1995),-78109.394400000004680,135310.621000000013737
296,4964756,2017,USFS,TAHOE NATIONAL FOREST,NA,Aquatic Amphibian Survey Protocol (Fellers & Freel 1995),-77379.052200000005541,135599.436599999986356
297,4964757,2017,USFS,TAHOE NATIONAL FOREST,NA,Aquatic Amphibian Survey Protocol (Fellers & Freel 1995),-77379.052200000005541,135599.436599999986356
298,4964758,2017,USFS,TAHOE NATIONAL FOREST,NA,Aquatic Amphibian Survey Protocol (Fellers & Freel 1995),-77379.052200000005541,135599.436599999986356
299,4964760,2017,USFS,ELDORADO NATIONAL FOREST,NA,Incidental Sighting,-62391.798300000002200,108858.744399999995949
300,4964761,2017,USFS,ELDORADO NATIONAL FOREST,NA,Incidental Sighting,-62391.798300000002200,108858.744399999995949
301,4963533,2015,USFS,PLUMAS NATIONAL FOREST,NA,Aquatic Amphibian Survey Protocol (Fellers & Freel 1995),-119140.792600000000675,204823.837599999998929
302,4963534,2016,USFS,PLUMAS NATIONAL FOREST,NA,PG&E Foothill Yellow-Legged Frog Visual Encounters Protocol (2002),-119193.503599999996368,204498.038700000004610
303,4963535,2016,USFS,PLUMAS NATIONAL FOREST,NA,PG&E Foothill Yellow-Legged Frog Visual Encounters Protocol (2002),-119193.503599999996368,204498.038700000004610
